,person,time
1600,gf,2016-03-30 20:44:04 +0000
1601,me,2016-03-30 20:44:19 +0000
1602,me,2016-03-30 20:44:56 +0000
1603,gf,2016-03-30 20:45:16 +0000
1604,me,2016-04-01 16:28:53 +0000
1605,me,2016-04-01 16:29:05 +0000
1606,me,2016-04-01 19:59:01 +0000
1607,gf,2016-04-01 20:09:09 +0000
1608,me,2016-04-01 23:00:09 +0000
1609,gf,2016-04-01 23:18:51 +0000
1610,me,2016-04-02 02:21:08 +0000
1611,gf,2016-04-02 03:22:08 +0000
1612,gf,2016-04-02 03:22:20 +0000
1613,me,2016-04-02 03:22:38 +0000
1614,me,2016-04-02 03:52:04 +0000
1615,gf,2016-04-02 04:15:12 +0000
1616,gf,2016-04-02 04:22:55 +0000
1617,me,2016-04-02 04:23:54 +0000
1618,gf,2016-04-02 04:54:19 +0000
1619,me,2016-04-02 04:54:53 +0000
1620,me,2016-04-02 20:41:45 +0000
1621,me,2016-04-02 20:42:03 +0000
1622,gf,2016-04-02 20:42:22 +0000
1623,gf,2016-04-02 21:11:12 +0000
1624,me,2016-04-02 21:12:19 +0000
1625,me,2016-04-02 21:23:48 +0000
1626,gf,2016-04-02 21:24:08 +0000
1627,me,2016-04-02 21:24:53 +0000
1628,me,2016-04-03 00:28:47 +0000
1629,me,2016-04-03 00:34:55 +0000
1630,gf,2016-04-03 00:39:17 +0000
1631,gf,2016-04-03 00:39:21 +0000
1632,me,2016-04-03 00:39:28 +0000
1633,me,2016-04-03 00:39:44 +0000
1634,me,2016-04-03 00:39:50 +0000
1635,gf,2016-04-05 23:10:35 +0000
1636,me,2016-04-05 23:11:32 +0000
1637,gf,2016-04-05 23:11:57 +0000
1638,gf,2016-04-05 23:12:17 +0000
1639,me,2016-04-05 23:12:35 +0000
1640,gf,2016-04-06 05:24:38 +0000
1641,me,2016-04-06 05:24:47 +0000
1642,me,2016-04-06 05:42:06 +0000
1643,me,2016-04-06 19:39:45 +0000
1644,gf,2016-04-06 20:13:42 +0000
1645,me,2016-04-06 20:17:25 +0000
1646,gf,2016-04-06 20:50:17 +0000
1647,gf,2016-04-06 20:50:42 +0000
1648,me,2016-04-06 21:32:56 +0000
1649,gf,2016-04-06 21:35:57 +0000
1650,me,2016-04-06 21:37:53 +0000
1651,me,2016-04-06 21:59:38 +0000
1652,me,2016-04-06 21:59:58 +0000
1653,gf,2016-04-06 22:43:16 +0000
1654,me,2016-04-06 23:45:22 +0000
1655,gf,2016-04-08 03:44:00 +0000
1656,me,2016-04-08 03:44:10 +0000
1657,me,2016-04-08 03:44:16 +0000
1658,me,2016-04-08 03:44:30 +0000
1659,gf,2016-04-08 03:44:38 +0000
1660,gf,2016-04-08 03:44:51 +0000
1661,me,2016-04-08 03:48:17 +0000
1662,me,2016-04-08 03:48:19 +0000
1663,me,2016-04-08 03:48:25 +0000
1664,me,2016-04-08 03:48:28 +0000
1665,gf,2016-04-08 03:49:40 +0000
1666,me,2016-04-08 03:50:33 +0000
1667,me,2016-04-08 03:50:46 +0000
1668,gf,2016-04-08 04:05:44 +0000
1669,me,2016-04-08 04:06:40 +0000
1670,gf,2016-04-10 13:14:25 +0000
1671,me,2016-04-10 16:03:19 +0000
1672,gf,2016-04-10 18:57:50 +0000
1673,gf,2016-04-10 18:57:52 +0000
1674,gf,2016-04-10 20:51:32 +0000
1675,me,2016-04-11 22:44:56 +0000
1676,gf,2016-04-11 22:59:10 +0000
1677,me,2016-04-11 22:59:54 +0000
1678,gf,2016-04-12 04:26:51 +0000
1679,me,2016-04-12 04:27:01 +0000
1680,gf,2016-04-12 04:27:12 +0000
1681,gf,2016-04-12 04:27:15 +0000
1682,me,2016-04-12 04:27:51 +0000
1683,gf,2016-04-12 04:32:29 +0000
1684,me,2016-04-12 19:12:21 +0000
1685,gf,2016-04-12 19:19:55 +0000
1686,gf,2016-04-12 19:21:43 +0000
1687,me,2016-04-12 19:22:04 +0000
1688,gf,2016-04-12 19:22:18 +0000
1689,me,2016-04-12 19:31:54 +0000
1690,gf,2016-04-12 19:32:13 +0000
1691,me,2016-04-12 19:32:35 +0000
1692,me,2016-04-12 19:33:05 +0000
1693,gf,2016-04-12 19:33:35 +0000
1694,me,2016-04-12 19:34:14 +0000
1695,me,2016-04-13 01:11:15 +0000
1696,gf,2016-04-13 01:11:31 +0000
1697,me,2016-04-13 01:19:41 +0000
1698,gf,2016-04-13 01:20:39 +0000
1699,me,2016-04-13 01:24:30 +0000
1700,gf,2016-04-13 01:27:07 +0000
1701,gf,2016-04-13 01:28:01 +0000
1702,me,2016-04-13 01:28:36 +0000
1703,me,2016-04-13 02:50:50 +0000
1704,gf,2016-04-13 02:54:54 +0000
1705,me,2016-04-13 03:02:03 +0000
1706,me,2016-04-14 18:13:41 +0000
1707,me,2016-04-14 18:13:45 +0000
1708,gf,2016-04-14 21:56:27 +0000
1709,gf,2016-04-14 21:58:50 +0000
1710,me,2016-04-14 22:48:02 +0000
1711,me,2016-04-14 22:48:09 +0000
1712,gf,2016-04-15 00:54:12 +0000
1713,me,2016-04-15 01:02:32 +0000
1714,me,2016-04-16 03:04:52 +0000
1715,gf,2016-04-16 04:29:38 +0000
1716,me,2016-04-16 04:29:50 +0000
1717,me,2016-04-16 04:29:55 +0000
1718,me,2016-04-16 04:30:10 +0000
1719,me,2016-04-16 04:30:21 +0000
1720,me,2016-04-16 04:30:28 +0000
1721,gf,2016-04-16 04:30:31 +0000
1722,me,2016-04-16 04:30:39 +0000
1723,gf,2016-04-16 04:44:00 +0000
1724,gf,2016-04-16 05:41:43 +0000
1725,gf,2016-04-16 05:42:02 +0000
1726,me,2016-04-16 18:29:45 +0000
1727,me,2016-04-16 18:29:48 +0000
1728,me,2016-04-16 18:30:08 +0000
1729,gf,2016-04-16 18:31:13 +0000
1730,me,2016-04-16 18:31:36 +0000
1731,me,2016-04-16 18:31:40 +0000
1732,gf,2016-04-16 19:24:20 +0000
1733,gf,2016-04-16 19:24:26 +0000
1734,me,2016-04-16 19:26:58 +0000
1735,me,2016-04-16 19:27:04 +0000
1736,me,2016-04-16 19:27:24 +0000
1737,me,2016-04-16 19:27:48 +0000
1738,gf,2016-04-16 19:34:09 +0000
1739,me,2016-04-16 19:34:59 +0000
1740,me,2016-04-16 23:13:31 +0000
1741,gf,2016-04-16 23:35:39 +0000
1742,gf,2016-04-16 23:35:49 +0000
1743,me,2016-04-16 23:36:16 +0000
1744,gf,2016-04-17 01:07:39 +0000
1745,me,2016-04-17 01:09:41 +0000
1746,me,2016-04-17 03:34:26 +0000
1747,gf,2016-04-17 03:59:39 +0000
1748,me,2016-04-17 04:10:40 +0000
1749,me,2016-04-17 04:12:07 +0000
1750,gf,2016-04-17 04:18:47 +0000
1751,gf,2016-04-17 04:19:00 +0000
1752,gf,2016-04-17 05:15:42 +0000
1753,me,2016-04-17 06:19:14 +0000
1754,gf,2016-04-17 06:40:49 +0000
1755,gf,2016-04-17 21:07:25 +0000
1756,me,2016-04-17 21:15:48 +0000
1757,me,2016-04-17 21:15:57 +0000
1758,me,2016-04-17 21:18:43 +0000
1759,gf,2016-04-17 21:19:08 +0000
1760,me,2016-04-17 21:19:15 +0000
1761,me,2016-04-18 22:15:28 +0000
1762,me,2016-04-19 03:47:33 +0000
1763,me,2016-04-19 03:47:45 +0000
1764,me,2016-04-20 16:48:45 +0000
1765,me,2016-04-20 16:49:31 +0000
1766,me,2016-04-20 16:50:02 +0000
1767,gf,2016-04-20 17:04:58 +0000
1768,gf,2016-04-20 19:10:30 +0000
1769,me,2016-04-20 20:41:16 +0000
1770,me,2016-04-22 15:40:27 +0000
1771,gf,2016-04-22 17:36:09 +0000
1772,gf,2016-04-23 18:56:09 +0000
1773,gf,2016-04-23 20:59:19 +0000
1774,me,2016-04-23 21:11:36 +0000
1775,me,2016-04-23 21:11:50 +0000
1776,me,2016-04-23 21:11:55 +0000
1777,gf,2016-04-23 21:12:10 +0000
1778,gf,2016-04-23 21:47:03 +0000
1779,me,2016-04-23 21:50:38 +0000
1780,gf,2016-04-23 21:51:33 +0000
1781,me,2016-04-23 21:52:29 +0000
1782,gf,2016-04-23 21:56:32 +0000
1783,gf,2016-04-23 21:56:39 +0000
1784,gf,2016-04-23 21:59:51 +0000
1785,me,2016-04-23 22:00:15 +0000
1786,gf,2016-04-24 01:09:19 +0000
1787,me,2016-04-24 01:32:01 +0000
1788,me,2016-04-24 23:05:34 +0000
1789,gf,2016-04-24 23:06:52 +0000
1790,me,2016-04-25 00:27:35 +0000
1791,me,2016-04-25 04:48:43 +0000
1792,gf,2016-04-25 23:45:57 +0000
1793,me,2016-04-25 23:52:52 +0000
1794,me,2016-04-25 23:53:02 +0000
1795,gf,2016-04-25 23:54:56 +0000
1796,gf,2016-04-27 00:10:45 +0000
1797,me,2016-04-27 00:11:13 +0000
1798,gf,2016-04-27 00:11:27 +0000
1799,me,2016-04-27 00:11:32 +0000
1800,me,2016-04-28 03:29:36 +0000
1801,me,2016-04-28 03:29:43 +0000
1802,gf,2016-04-28 03:30:45 +0000
1803,gf,2016-04-28 04:19:48 +0000
1804,me,2016-04-28 15:48:34 +0000
1805,gf,2016-04-28 16:13:05 +0000
1806,gf,2016-04-28 16:48:10 +0000
1807,me,2016-04-28 16:48:40 +0000
1808,me,2016-04-28 16:48:57 +0000
1809,me,2016-04-28 17:12:19 +0000
1810,gf,2016-04-28 17:13:40 +0000
1811,gf,2016-04-28 17:13:55 +0000
1812,me,2016-04-28 17:37:03 +0000
1813,me,2016-04-30 17:16:26 +0000
1814,gf,2016-04-30 17:34:21 +0000
1815,me,2016-05-01 01:32:55 +0000
1816,me,2016-05-01 01:32:57 +0000
1817,gf,2016-05-01 03:22:05 +0000
1818,gf,2016-05-01 03:22:50 +0000
1819,gf,2016-05-01 03:23:48 +0000
1820,me,2016-05-01 04:26:58 +0000
1821,gf,2016-05-01 05:01:41 +0000
1822,me,2016-05-01 05:08:18 +0000
1823,gf,2016-05-01 05:11:58 +0000
1824,me,2016-05-01 21:28:38 +0000
1825,me,2016-05-01 21:29:26 +0000
1826,me,2016-05-01 21:30:11 +0000
1827,me,2016-05-01 21:36:28 +0000
1828,me,2016-05-01 21:36:30 +0000
1829,me,2016-05-01 22:05:47 +0000
1830,gf,2016-05-01 22:44:57 +0000
1831,me,2016-05-01 23:09:45 +0000
1832,gf,2016-05-01 23:12:26 +0000
1833,me,2016-05-02 01:31:18 +0000
1834,me,2016-05-02 01:32:10 +0000
1835,gf,2016-05-02 01:49:12 +0000
1836,gf,2016-05-02 01:49:17 +0000
1837,me,2016-05-02 01:59:36 +0000
1838,me,2016-05-02 02:01:57 +0000
1839,me,2016-05-02 02:03:28 +0000
1840,me,2016-05-02 02:03:49 +0000
1841,gf,2016-05-02 02:19:51 +0000
1842,me,2016-05-02 02:55:50 +0000
1843,me,2016-05-02 03:11:38 +0000
1844,gf,2016-05-02 03:14:21 +0000
1845,gf,2016-05-02 03:17:28 +0000
1846,me,2016-05-02 03:42:29 +0000
1847,me,2016-05-02 03:43:05 +0000
1848,gf,2016-05-02 04:12:59 +0000
1849,gf,2016-05-02 04:13:47 +0000
1850,gf,2016-05-02 21:27:35 +0000
1851,me,2016-05-02 22:03:10 +0000
1852,me,2016-05-02 22:03:19 +0000
1853,gf,2016-05-03 00:59:45 +0000
1854,me,2016-05-03 01:31:54 +0000
1855,me,2016-05-03 01:47:23 +0000
1856,gf,2016-05-03 01:51:22 +0000
1857,gf,2016-05-03 01:52:11 +0000
1858,me,2016-05-03 03:28:09 +0000
1859,me,2016-05-03 03:28:48 +0000
1860,me,2016-05-03 03:29:07 +0000
1861,me,2016-05-03 03:29:14 +0000
1862,gf,2016-05-03 04:07:29 +0000
1863,gf,2016-05-03 04:08:25 +0000
1864,gf,2016-05-03 04:09:12 +0000
1865,me,2016-05-03 14:53:51 +0000
1866,gf,2016-05-03 19:24:52 +0000
1867,gf,2016-05-03 19:26:27 +0000
1868,gf,2016-05-03 19:26:54 +0000
1869,gf,2016-05-03 19:28:47 +0000
1870,gf,2016-05-03 19:28:56 +0000
1871,gf,2016-05-05 19:38:37 +0000
1872,me,2016-05-06 04:43:32 +0000
1873,me,2016-05-06 04:49:48 +0000
1874,me,2016-05-06 04:49:56 +0000
1875,me,2016-05-06 04:50:06 +0000
1876,me,2016-05-06 05:22:17 +0000
1877,gf,2016-05-06 05:41:10 +0000
1878,gf,2016-05-06 13:20:29 +0000
1879,me,2016-05-06 17:13:27 +0000
1880,me,2016-05-06 17:13:56 +0000
1881,gf,2016-05-06 17:30:32 +0000
1882,gf,2016-05-06 17:30:48 +0000
1883,me,2016-05-06 18:46:34 +0000
1884,gf,2016-05-06 19:05:03 +0000
1885,me,2016-05-06 21:41:58 +0000
1886,me,2016-05-06 21:42:47 +0000
1887,me,2016-05-06 21:42:55 +0000
1888,gf,2016-05-07 05:47:06 +0000
1889,gf,2016-05-07 05:50:50 +0000
1890,me,2016-05-07 05:57:38 +0000
1891,gf,2016-05-07 06:09:28 +0000
1892,me,2016-05-07 06:58:14 +0000
1893,gf,2016-05-07 07:18:53 +0000
1894,gf,2016-05-07 18:21:48 +0000
1895,me,2016-05-08 06:48:17 +0000
1896,gf,2016-05-08 17:58:01 +0000
1897,me,2016-05-09 06:54:24 +0000
1898,gf,2016-05-09 12:43:23 +0000
1899,gf,2016-05-09 12:47:22 +0000
1900,me,2016-05-09 19:55:48 +0000
1901,me,2016-05-09 19:56:09 +0000
1902,gf,2016-05-09 20:35:22 +0000
1903,me,2016-05-09 23:22:33 +0000
1904,me,2016-05-10 02:55:11 +0000
1905,me,2016-05-10 02:55:15 +0000
1906,gf,2016-05-10 05:27:09 +0000
1907,me,2016-05-10 07:37:53 +0000
1908,gf,2016-05-10 12:01:27 +0000
1909,gf,2016-05-10 20:09:29 +0000
1910,me,2016-05-11 02:13:10 +0000
1911,me,2016-05-11 04:51:44 +0000
1912,gf,2016-05-11 05:03:53 +0000
1913,me,2016-05-11 05:10:41 +0000
1914,gf,2016-05-11 05:15:18 +0000
1915,me,2016-05-11 05:22:46 +0000
1916,gf,2016-05-11 05:30:46 +0000
1917,me,2016-05-11 05:42:28 +0000
1918,gf,2016-05-11 06:12:18 +0000
1919,gf,2016-05-11 17:49:48 +0000
1920,me,2016-05-12 02:42:33 +0000
1921,gf,2016-05-12 07:14:00 +0000
1922,gf,2016-05-12 15:28:21 +0000
1923,me,2016-05-12 16:22:55 +0000
1924,gf,2016-05-12 19:24:34 +0000
1925,gf,2016-05-13 13:03:27 +0000
1926,gf,2016-05-13 13:24:43 +0000
1927,me,2016-05-13 17:54:50 +0000
1928,me,2016-05-13 17:55:23 +0000
1929,gf,2016-05-13 18:03:52 +0000
1930,gf,2016-05-13 18:52:49 +0000
1931,me,2016-05-13 19:56:38 +0000
1932,gf,2016-05-13 21:00:24 +0000
1933,me,2016-05-14 04:06:41 +0000
1934,gf,2016-05-14 14:13:57 +0000
1935,me,2016-05-14 18:35:44 +0000
1936,gf,2016-05-14 18:48:18 +0000
1937,me,2016-05-14 18:52:47 +0000
1938,gf,2016-05-14 18:56:32 +0000
1939,me,2016-05-15 03:43:45 +0000
1940,me,2016-05-15 03:44:57 +0000
1941,me,2016-05-15 03:45:01 +0000
1942,me,2016-05-15 04:57:33 +0000
1943,me,2016-05-15 04:58:58 +0000
1944,me,2016-05-15 04:59:38 +0000
1945,me,2016-05-15 05:01:33 +0000
1946,me,2016-05-15 05:03:58 +0000
1947,me,2016-05-15 15:16:17 +0000
1948,me,2016-05-15 15:17:24 +0000
1949,me,2016-05-15 15:18:19 +0000
1950,me,2016-05-15 15:50:41 +0000
1951,gf,2016-05-15 16:19:02 +0000
1952,gf,2016-05-15 16:20:56 +0000
1953,gf,2016-05-15 16:30:44 +0000
1954,gf,2016-05-15 16:30:45 +0000
1955,me,2016-05-15 19:44:29 +0000
1956,me,2016-05-15 19:44:41 +0000
1957,me,2016-05-15 19:44:42 +0000
1958,gf,2016-05-15 21:50:20 +0000
1959,me,2016-05-16 03:41:01 +0000
1960,gf,2016-05-16 13:38:33 +0000
1961,gf,2016-05-16 13:41:45 +0000
1962,me,2016-05-16 19:34:48 +0000
1963,gf,2016-05-17 13:43:40 +0000
1964,me,2016-05-17 16:26:36 +0000
1965,gf,2016-05-17 18:15:59 +0000
1966,me,2016-05-17 18:46:15 +0000
1967,gf,2016-05-17 20:12:50 +0000
1968,gf,2016-05-17 20:12:50 +0000
1969,me,2016-05-18 05:38:47 +0000
1970,gf,2016-05-18 08:26:38 +0000
1971,me,2016-05-18 19:26:53 +0000
1972,gf,2016-05-18 19:51:51 +0000
1973,me,2016-05-18 19:54:31 +0000
1974,gf,2016-05-18 19:57:02 +0000
1975,me,2016-05-18 20:21:36 +0000
1976,gf,2016-05-18 21:48:51 +0000
1977,gf,2016-05-19 05:01:05 +0000
1978,me,2016-05-19 05:10:03 +0000
1979,me,2016-05-19 05:16:07 +0000
1980,gf,2016-05-19 05:25:43 +0000
1981,me,2016-05-19 18:57:44 +0000
1982,gf,2016-05-19 19:01:35 +0000
1983,me,2016-05-19 19:31:19 +0000
1984,gf,2016-05-19 19:34:41 +0000
1985,me,2016-05-19 19:47:23 +0000
1986,me,2016-05-19 19:47:31 +0000
1987,me,2016-05-20 01:00:59 +0000
1988,gf,2016-05-20 01:02:14 +0000
1989,me,2016-05-20 01:02:33 +0000
1990,me,2016-05-20 20:40:28 +0000
1991,me,2016-05-20 20:42:43 +0000
1992,me,2016-05-20 23:39:53 +0000
1993,me,2016-05-20 23:40:08 +0000
1994,gf,2016-05-20 23:52:50 +0000
1995,me,2016-05-20 23:53:53 +0000
1996,gf,2016-05-21 00:19:25 +0000
1997,me,2016-05-21 00:20:35 +0000
1998,gf,2016-05-22 18:34:06 +0000
1999,me,2016-05-23 04:46:55 +0000
2000,gf,2016-05-23 05:00:57 +0000
2001,me,2016-05-23 05:01:26 +0000
2002,gf,2016-05-23 05:25:57 +0000
2003,gf,2016-05-23 19:47:03 +0000
2004,me,2016-05-23 20:16:30 +0000
2005,me,2016-05-23 20:39:21 +0000
2006,gf,2016-05-23 20:59:29 +0000
2007,me,2016-05-23 21:00:54 +0000
2008,me,2016-05-23 21:00:57 +0000
2009,me,2016-05-23 21:00:59 +0000
2010,gf,2016-05-23 23:19:49 +0000
2011,gf,2016-05-23 23:40:56 +0000
2012,me,2016-05-23 23:58:10 +0000
2013,me,2016-05-23 23:58:33 +0000
2014,me,2016-05-24 01:26:15 +0000
2015,me,2016-05-24 20:22:56 +0000
2016,gf,2016-05-24 20:30:53 +0000
2017,me,2016-05-24 22:02:13 +0000
2018,gf,2016-05-24 22:05:58 +0000
2019,gf,2016-05-24 22:06:01 +0000
2020,me,2016-05-24 22:06:15 +0000
2021,me,2016-05-25 18:33:35 +0000
2022,gf,2016-05-25 18:41:12 +0000
2023,gf,2016-05-25 18:41:34 +0000
2024,me,2016-05-25 18:42:45 +0000
2025,me,2016-05-25 18:42:50 +0000
2026,gf,2016-05-25 18:43:39 +0000
2027,me,2016-05-25 18:57:22 +0000
2028,me,2016-05-25 19:27:16 +0000
2029,me,2016-05-25 19:28:35 +0000
2030,me,2016-05-25 20:32:52 +0000
2031,gf,2016-05-26 22:28:34 +0000
2032,me,2016-05-26 22:56:10 +0000
2033,gf,2016-05-26 23:19:33 +0000
2034,gf,2016-05-27 00:05:41 +0000
2035,me,2016-05-27 00:08:53 +0000
2036,me,2016-05-27 00:09:59 +0000
2037,gf,2016-05-27 00:12:50 +0000
2038,me,2016-05-27 00:13:27 +0000
2039,me,2016-05-27 14:14:01 +0000
2040,me,2016-05-28 01:16:32 +0000
2041,gf,2016-05-28 01:24:54 +0000
2042,gf,2016-05-30 19:57:20 +0000
2043,me,2016-05-30 20:45:24 +0000
2044,gf,2016-05-30 20:47:35 +0000
2045,gf,2016-05-30 23:14:41 +0000
2046,gf,2016-05-31 00:29:29 +0000
2047,gf,2016-05-31 01:29:28 +0000
2048,me,2016-05-31 15:23:04 +0000
2049,gf,2016-05-31 19:15:08 +0000
2050,gf,2016-06-01 15:46:59 +0000
2051,me,2016-06-01 15:49:30 +0000
2052,me,2016-06-01 15:49:41 +0000
2053,gf,2016-06-01 15:50:26 +0000
2054,gf,2016-06-01 16:19:10 +0000
2055,me,2016-06-01 16:27:47 +0000
2056,gf,2016-06-01 19:23:55 +0000
2057,me,2016-06-01 22:14:21 +0000
2058,me,2016-06-02 01:02:55 +0000
2059,gf,2016-06-02 01:26:21 +0000
2060,gf,2016-06-02 01:27:48 +0000
2061,me,2016-06-02 01:34:44 +0000
2062,me,2016-06-02 01:34:51 +0000
2063,me,2016-06-03 01:00:19 +0000
2064,me,2016-06-03 01:00:26 +0000
2065,gf,2016-06-03 17:39:04 +0000
2066,me,2016-06-03 17:55:23 +0000
2067,me,2016-06-04 01:41:30 +0000
2068,me,2016-06-04 23:15:34 +0000
2069,gf,2016-06-04 23:23:36 +0000
2070,me,2016-06-05 05:40:23 +0000
2071,gf,2016-06-05 05:42:32 +0000
2072,me,2016-06-05 05:47:01 +0000
2073,me,2016-06-05 18:19:30 +0000
2074,gf,2016-06-05 18:26:12 +0000
2075,gf,2016-06-05 18:30:25 +0000
2076,gf,2016-06-05 21:43:11 +0000
2077,gf,2016-06-05 21:43:46 +0000
2078,me,2016-06-05 22:48:24 +0000
2079,gf,2016-06-06 02:59:55 +0000
2080,me,2016-06-06 03:26:51 +0000
2081,me,2016-06-06 03:34:45 +0000
2082,me,2016-06-06 18:53:17 +0000
2083,gf,2016-06-06 19:11:26 +0000
2084,me,2016-06-06 19:15:49 +0000
2085,gf,2016-06-06 19:18:02 +0000
2086,me,2016-06-07 06:33:09 +0000
2087,me,2016-06-07 06:33:15 +0000
2088,gf,2016-06-07 16:35:50 +0000
2089,me,2016-06-07 16:36:28 +0000
2090,gf,2016-06-07 16:36:48 +0000
2091,me,2016-06-07 16:37:28 +0000
2092,gf,2016-06-07 16:37:36 +0000
2093,gf,2016-06-07 16:42:34 +0000
2094,gf,2016-06-07 16:58:55 +0000
2095,me,2016-06-07 17:20:49 +0000
2096,me,2016-06-07 17:21:10 +0000
2097,gf,2016-06-07 17:23:40 +0000
2098,me,2016-06-07 17:23:54 +0000
2099,me,2016-06-12 17:09:41 +0000
2100,me,2016-06-12 17:09:49 +0000
2101,gf,2016-06-12 18:44:45 +0000
2102,gf,2016-06-12 18:44:50 +0000
2103,me,2016-06-12 19:15:59 +0000
2104,me,2016-06-13 14:30:50 +0000
2105,gf,2016-06-17 23:15:18 +0000
2106,me,2016-06-18 05:45:31 +0000
2107,gf,2016-06-18 13:51:04 +0000
2108,me,2016-06-18 15:40:56 +0000
2109,gf,2016-06-18 17:26:05 +0000
2110,me,2016-06-24 04:02:59 +0000
2111,gf,2016-06-24 04:11:48 +0000
2112,me,2016-06-25 17:35:03 +0000
2113,me,2016-06-27 16:02:28 +0000
2114,gf,2016-06-27 16:27:05 +0000
2115,me,2016-06-27 16:27:16 +0000
2116,gf,2016-06-27 16:27:54 +0000
2117,me,2016-06-27 16:28:48 +0000
2118,me,2016-06-27 16:35:06 +0000
2119,gf,2016-06-27 17:26:34 +0000
2120,me,2016-06-28 01:32:53 +0000
2121,gf,2016-06-28 01:33:10 +0000
2122,me,2016-06-28 01:33:32 +0000
2123,me,2016-06-28 01:33:37 +0000
2124,me,2016-06-28 01:33:47 +0000
2125,gf,2016-06-28 01:34:05 +0000
2126,me,2016-06-28 01:34:22 +0000
2127,me,2016-06-28 04:45:33 +0000
2128,me,2016-06-28 04:51:26 +0000
2129,gf,2016-06-28 05:00:28 +0000
2130,gf,2016-06-29 16:56:42 +0000
2131,me,2016-07-08 03:15:52 +0000
2132,gf,2016-07-08 03:16:46 +0000
2133,me,2016-07-08 03:24:03 +0000
2134,me,2016-07-08 03:25:00 +0000
2135,gf,2016-07-08 03:30:21 +0000
2136,me,2016-07-08 03:43:15 +0000
2137,gf,2016-07-08 03:54:59 +0000
2138,me,2016-07-08 15:44:21 +0000
2139,gf,2016-07-08 17:20:05 +0000
2140,gf,2016-07-08 17:21:41 +0000
2141,me,2016-07-08 18:00:03 +0000
2142,gf,2016-07-08 18:58:53 +0000
2143,gf,2016-07-08 18:58:57 +0000
2144,me,2016-07-08 23:43:58 +0000
2145,me,2016-07-08 23:44:21 +0000
2146,gf,2016-07-08 23:53:17 +0000
2147,gf,2016-07-08 23:53:31 +0000
2148,me,2016-07-09 00:55:09 +0000
2149,me,2016-07-09 00:56:11 +0000
2150,me,2016-07-09 00:56:51 +0000
2151,gf,2016-07-09 00:57:39 +0000
2152,gf,2016-07-10 18:45:26 +0000
2153,me,2016-07-10 18:56:38 +0000
2154,me,2016-07-10 18:57:07 +0000
2155,gf,2016-07-10 18:57:25 +0000
2156,gf,2016-07-10 18:57:35 +0000
2157,me,2016-07-10 21:12:35 +0000
2158,me,2016-07-11 00:27:31 +0000
2159,gf,2016-07-11 00:28:18 +0000
2160,me,2016-07-11 00:30:39 +0000
2161,gf,2016-07-11 00:32:40 +0000
2162,me,2016-07-11 00:33:01 +0000
2163,me,2016-07-11 00:33:06 +0000
2164,gf,2016-07-11 00:33:18 +0000
2165,gf,2016-07-11 00:33:23 +0000
2166,me,2016-07-11 00:34:22 +0000
2167,me,2016-07-11 03:23:00 +0000
2168,gf,2016-07-11 03:23:34 +0000
2169,gf,2016-07-11 16:57:54 +0000
2170,gf,2016-07-11 19:41:07 +0000
2171,me,2016-07-11 19:41:30 +0000
2172,gf,2016-07-11 21:37:19 +0000
2173,me,2016-07-12 05:30:05 +0000
2174,me,2016-07-12 05:30:12 +0000
2175,me,2016-07-12 05:30:25 +0000
2176,gf,2016-07-12 05:30:41 +0000
2177,me,2016-07-12 05:31:16 +0000
2178,gf,2016-07-12 05:31:29 +0000
2179,me,2016-07-12 05:31:31 +0000
2180,gf,2016-07-12 16:26:58 +0000
2181,me,2016-07-12 16:34:45 +0000
2182,me,2016-07-12 16:36:56 +0000
2183,gf,2016-07-12 16:44:29 +0000
2184,gf,2016-07-12 17:44:52 +0000
2185,me,2016-07-12 17:46:58 +0000
2186,gf,2016-07-13 18:02:31 +0000
2187,me,2016-07-13 18:25:53 +0000
2188,me,2016-07-13 18:26:08 +0000
2189,gf,2016-07-13 18:31:33 +0000
2190,me,2016-07-13 18:34:11 +0000
2191,gf,2016-07-13 19:28:29 +0000
2192,me,2016-07-13 22:43:23 +0000
2193,gf,2016-07-13 22:51:29 +0000
2194,me,2016-07-13 22:53:47 +0000
2195,me,2016-07-13 23:07:28 +0000
2196,gf,2016-07-14 00:26:37 +0000
2197,gf,2016-07-14 06:22:26 +0000
2198,me,2016-07-14 15:44:00 +0000
2199,me,2016-07-15 05:08:41 +0000
2200,me,2016-07-15 16:54:28 +0000
2201,me,2016-07-15 17:51:38 +0000
2202,me,2016-07-15 18:11:12 +0000
2203,gf,2016-07-15 18:49:23 +0000
2204,gf,2016-07-15 18:50:10 +0000
2205,me,2016-07-15 18:50:28 +0000
2206,gf,2016-07-15 18:50:35 +0000
2207,me,2016-07-15 18:50:43 +0000
2208,gf,2016-07-15 18:50:54 +0000
2209,me,2016-07-15 18:51:00 +0000
2210,gf,2016-07-15 18:51:01 +0000
2211,me,2016-07-15 20:48:48 +0000
2212,gf,2016-07-15 21:04:03 +0000
2213,me,2016-07-15 21:22:02 +0000
2214,gf,2016-07-15 21:29:23 +0000
2215,gf,2016-07-15 21:29:26 +0000
2216,gf,2016-07-15 21:30:01 +0000
2217,gf,2016-07-16 02:42:04 +0000
2218,gf,2016-07-16 02:57:08 +0000
2219,me,2016-07-16 03:07:12 +0000
2220,me,2016-07-16 03:13:38 +0000
2221,gf,2016-07-16 21:47:22 +0000
2222,gf,2016-07-16 21:47:43 +0000
