,person,time
3748,gf,2017-01-12 00:48:22 +0000
3749,me,2017-01-12 00:49:00 +0000
3750,gf,2017-01-12 00:51:30 +0000
3751,gf,2017-01-12 00:52:05 +0000
3752,me,2017-01-12 00:53:53 +0000
3753,me,2017-01-12 01:38:43 +0000
3754,gf,2017-01-12 01:40:46 +0000
3755,me,2017-01-12 01:41:14 +0000
3756,me,2017-01-12 01:41:37 +0000
3757,gf,2017-01-12 01:43:38 +0000
3758,me,2017-01-12 01:44:34 +0000
3759,gf,2017-01-12 01:46:25 +0000
3760,me,2017-01-12 02:04:32 +0000
3761,gf,2017-01-12 02:04:54 +0000
3762,me,2017-01-12 02:06:08 +0000
3763,me,2017-01-12 02:09:04 +0000
3764,gf,2017-01-12 02:09:21 +0000
3765,gf,2017-01-12 02:09:30 +0000
3766,me,2017-01-12 02:43:56 +0000
3767,gf,2017-01-12 02:49:24 +0000
3768,gf,2017-01-12 04:38:24 +0000
3769,gf,2017-01-12 04:38:26 +0000
3770,gf,2017-01-12 04:38:28 +0000
3771,gf,2017-01-12 04:38:28 +0000
3772,gf,2017-01-12 04:38:29 +0000
3773,gf,2017-01-12 05:28:23 +0000
3774,me,2017-01-12 06:16:17 +0000
3775,gf,2017-01-12 06:16:42 +0000
3776,me,2017-01-12 06:17:31 +0000
3777,gf,2017-01-12 06:19:52 +0000
3778,me,2017-01-12 06:30:29 +0000
3779,me,2017-01-12 06:30:42 +0000
3780,me,2017-01-12 06:31:11 +0000
3781,gf,2017-01-12 06:33:36 +0000
3782,gf,2017-01-12 17:05:27 +0000
3783,me,2017-01-14 22:45:32 +0000
3784,gf,2017-01-14 22:45:50 +0000
3785,gf,2017-01-14 22:46:43 +0000
3786,me,2017-01-14 22:46:51 +0000
3787,gf,2017-01-14 22:47:29 +0000
3788,gf,2017-01-14 22:55:05 +0000
3789,me,2017-01-15 00:55:34 +0000
3790,gf,2017-01-15 01:01:48 +0000
3791,me,2017-01-15 01:03:23 +0000
3792,gf,2017-01-15 01:03:38 +0000
3793,me,2017-01-15 01:03:55 +0000
3794,gf,2017-01-15 01:04:39 +0000
3795,gf,2017-01-15 01:04:59 +0000
3796,me,2017-01-15 01:06:05 +0000
3797,gf,2017-01-15 23:03:52 +0000
3798,me,2017-01-16 01:28:58 +0000
3799,gf,2017-01-16 01:33:46 +0000
3800,gf,2017-01-16 16:22:18 +0000
3801,me,2017-01-16 20:20:48 +0000
3802,gf,2017-01-16 21:46:26 +0000
3803,me,2017-01-16 21:47:23 +0000
3804,gf,2017-01-16 22:29:31 +0000
3805,me,2017-01-16 22:31:59 +0000
3806,gf,2017-01-16 22:46:36 +0000
3807,me,2017-01-16 22:47:10 +0000
3808,gf,2017-01-16 22:48:20 +0000
3809,gf,2017-01-16 22:48:24 +0000
3810,me,2017-01-16 22:48:32 +0000
3811,gf,2017-01-16 22:53:42 +0000
3812,me,2017-01-16 22:53:51 +0000
3813,gf,2017-01-16 22:55:32 +0000
3814,gf,2017-01-17 01:37:53 +0000
3815,me,2017-01-17 03:14:12 +0000
3816,gf,2017-01-17 03:18:32 +0000
3817,gf,2017-01-17 15:40:22 +0000
3818,me,2017-01-17 15:41:06 +0000
3819,gf,2017-01-17 17:21:10 +0000
3820,me,2017-01-17 17:31:14 +0000
3821,gf,2017-01-17 17:33:53 +0000
3822,gf,2017-01-17 19:10:52 +0000
3823,me,2017-01-17 19:11:29 +0000
3824,gf,2017-01-17 19:11:53 +0000
3825,me,2017-01-17 19:13:22 +0000
3826,gf,2017-01-17 19:14:44 +0000
3827,gf,2017-01-17 20:46:12 +0000
3828,gf,2017-01-17 20:46:17 +0000
3829,me,2017-01-17 20:52:35 +0000
3830,me,2017-01-18 00:35:13 +0000
3831,me,2017-01-18 00:37:51 +0000
3832,me,2017-01-18 00:47:36 +0000
3833,gf,2017-01-18 00:49:42 +0000
3834,gf,2017-01-18 00:49:45 +0000
3835,gf,2017-01-18 00:50:11 +0000
3836,me,2017-01-18 00:51:13 +0000
3837,me,2017-01-18 00:51:27 +0000
3838,me,2017-01-18 00:51:52 +0000
3839,gf,2017-01-18 00:51:59 +0000
3840,gf,2017-01-18 00:52:15 +0000
3841,gf,2017-01-18 00:52:27 +0000
3842,me,2017-01-18 00:53:08 +0000
3843,gf,2017-01-18 00:53:26 +0000
3844,me,2017-01-18 00:53:42 +0000
3845,gf,2017-01-18 00:54:20 +0000
3846,me,2017-01-18 00:54:51 +0000
3847,gf,2017-01-18 00:58:55 +0000
3848,me,2017-01-18 01:00:52 +0000
3849,me,2017-01-18 21:27:23 +0000
3850,gf,2017-01-18 21:27:38 +0000
3851,me,2017-01-18 21:29:41 +0000
3852,gf,2017-01-18 21:30:23 +0000
3853,me,2017-01-18 21:38:54 +0000
3854,gf,2017-01-18 22:16:58 +0000
3855,me,2017-01-19 00:35:48 +0000
3856,gf,2017-01-19 02:45:02 +0000
3857,gf,2017-01-19 21:13:34 +0000
3858,me,2017-01-19 21:38:43 +0000
3859,gf,2017-01-19 21:38:57 +0000
3860,me,2017-01-20 15:51:26 +0000
3861,gf,2017-01-20 19:13:38 +0000
3862,me,2017-01-20 19:13:52 +0000
3863,me,2017-01-20 19:19:38 +0000
3864,me,2017-01-20 20:04:29 +0000
3865,me,2017-01-20 20:05:33 +0000
3866,me,2017-01-20 20:07:49 +0000
3867,me,2017-01-20 20:08:12 +0000
3868,me,2017-01-20 20:10:01 +0000
3869,me,2017-01-20 20:13:57 +0000
3870,me,2017-01-20 20:13:59 +0000
3871,gf,2017-01-20 20:14:05 +0000
3872,me,2017-01-20 20:16:04 +0000
3873,gf,2017-01-20 20:49:53 +0000
3874,me,2017-01-20 21:05:24 +0000
3875,gf,2017-01-20 21:09:20 +0000
3876,me,2017-01-20 21:13:59 +0000
3877,me,2017-01-20 21:34:03 +0000
3878,gf,2017-01-21 00:39:24 +0000
3879,me,2017-01-22 00:58:23 +0000
3880,me,2017-01-22 00:58:57 +0000
3881,gf,2017-01-22 01:08:17 +0000
3882,me,2017-01-22 01:09:37 +0000
3883,gf,2017-01-22 02:32:02 +0000
3884,me,2017-01-22 19:45:28 +0000
3885,gf,2017-01-22 19:45:43 +0000
3886,me,2017-01-22 19:45:57 +0000
3887,gf,2017-01-22 19:46:23 +0000
3888,me,2017-01-22 19:46:30 +0000
3889,gf,2017-01-22 19:48:36 +0000
3890,gf,2017-01-24 23:07:43 +0000
3891,me,2017-01-24 23:09:32 +0000
3892,me,2017-01-24 23:09:41 +0000
3893,gf,2017-01-24 23:09:43 +0000
3894,gf,2017-01-24 23:09:55 +0000
3895,gf,2017-01-24 23:11:05 +0000
3896,me,2017-01-24 23:11:35 +0000
3897,gf,2017-01-24 23:12:44 +0000
3898,me,2017-01-24 23:17:11 +0000
3899,me,2017-01-24 23:34:44 +0000
3900,me,2017-01-25 01:11:57 +0000
3901,gf,2017-01-25 01:50:57 +0000
3902,gf,2017-01-25 02:56:39 +0000
3903,me,2017-01-25 02:59:07 +0000
3904,me,2017-01-25 05:06:11 +0000
3905,gf,2017-01-25 06:07:00 +0000
3906,gf,2017-01-25 15:46:39 +0000
3907,me,2017-01-25 15:57:24 +0000
3908,me,2017-01-25 15:57:55 +0000
3909,gf,2017-01-25 17:56:34 +0000
3910,gf,2017-01-25 19:36:59 +0000
3911,me,2017-01-25 19:37:10 +0000
3912,me,2017-01-25 19:37:20 +0000
3913,gf,2017-01-25 19:37:22 +0000
3914,me,2017-01-25 19:37:24 +0000
3915,gf,2017-01-25 19:37:26 +0000
3916,me,2017-01-25 19:37:41 +0000
3917,gf,2017-01-25 19:37:56 +0000
3918,gf,2017-01-25 19:46:47 +0000
3919,gf,2017-01-25 19:46:50 +0000
3920,me,2017-01-25 19:51:23 +0000
3921,gf,2017-01-25 21:21:54 +0000
3922,me,2017-01-25 21:22:48 +0000
3923,gf,2017-01-25 21:26:03 +0000
3924,me,2017-01-25 22:00:31 +0000
3925,me,2017-01-25 22:00:55 +0000
3926,me,2017-01-25 22:01:11 +0000
3927,gf,2017-01-25 22:01:14 +0000
3928,gf,2017-01-25 22:01:54 +0000
3929,me,2017-01-25 22:02:04 +0000
3930,me,2017-01-25 22:36:10 +0000
3931,gf,2017-01-25 22:39:36 +0000
3932,me,2017-01-25 22:56:28 +0000
3933,me,2017-01-26 00:37:04 +0000
3934,gf,2017-01-26 00:39:41 +0000
3935,me,2017-01-26 00:40:07 +0000
3936,gf,2017-01-26 00:40:25 +0000
3937,gf,2017-01-26 01:28:06 +0000
3938,gf,2017-01-26 01:28:07 +0000
3939,gf,2017-01-26 20:52:44 +0000
3940,me,2017-01-26 20:54:23 +0000
3941,me,2017-01-26 20:54:33 +0000
3942,gf,2017-01-26 20:56:35 +0000
3943,me,2017-01-26 20:57:57 +0000
3944,gf,2017-01-26 20:58:05 +0000
3945,me,2017-01-27 18:28:43 +0000
3946,gf,2017-01-27 19:16:10 +0000
3947,gf,2017-01-27 19:16:15 +0000
3948,me,2017-01-27 19:16:20 +0000
3949,me,2017-01-27 19:16:26 +0000
3950,gf,2017-01-27 19:18:48 +0000
3951,me,2017-01-27 19:19:03 +0000
3952,gf,2017-01-28 01:16:51 +0000
3953,gf,2017-01-28 06:02:19 +0000
3954,gf,2017-01-28 22:25:31 +0000
3955,me,2017-01-29 01:16:22 +0000
3956,gf,2017-01-29 01:23:17 +0000
3957,gf,2017-01-29 01:23:28 +0000
3958,me,2017-01-29 01:25:55 +0000
3959,gf,2017-01-29 01:28:39 +0000
3960,gf,2017-01-29 01:33:25 +0000
3961,me,2017-01-29 05:56:06 +0000
3962,gf,2017-01-29 05:56:13 +0000
3963,me,2017-01-30 01:04:15 +0000
3964,me,2017-01-30 01:07:02 +0000
3965,gf,2017-01-30 01:16:41 +0000
3966,me,2017-01-30 01:17:43 +0000
3967,gf,2017-01-30 01:36:33 +0000
3968,me,2017-01-30 01:36:55 +0000
3969,gf,2017-01-30 01:49:22 +0000
3970,me,2017-01-30 01:49:27 +0000
3971,me,2017-01-30 01:49:33 +0000
3972,gf,2017-01-30 01:49:58 +0000
3973,me,2017-01-30 01:50:06 +0000
3974,me,2017-01-30 17:22:53 +0000
3975,gf,2017-01-30 17:22:54 +0000
3976,me,2017-01-30 17:23:05 +0000
3977,gf,2017-01-30 17:23:14 +0000
3978,gf,2017-01-30 17:23:15 +0000
3979,me,2017-01-30 17:23:26 +0000
3980,gf,2017-01-30 21:12:34 +0000
3981,me,2017-01-30 21:20:36 +0000
3982,me,2017-01-30 22:11:55 +0000
3983,gf,2017-01-30 22:36:26 +0000
3984,me,2017-01-30 22:36:56 +0000
3985,gf,2017-01-30 22:37:13 +0000
3986,gf,2017-01-31 00:17:19 +0000
3987,gf,2017-01-31 00:29:25 +0000
3988,me,2017-01-31 00:29:41 +0000
3989,gf,2017-01-31 18:01:48 +0000
3990,me,2017-01-31 19:10:58 +0000
3991,me,2017-02-02 23:15:34 +0000
3992,gf,2017-02-02 23:22:02 +0000
3993,gf,2017-02-02 23:35:21 +0000
3994,me,2017-02-03 02:12:24 +0000
3995,gf,2017-02-03 02:12:52 +0000
3996,me,2017-02-03 17:42:46 +0000
3997,gf,2017-02-03 17:43:14 +0000
3998,gf,2017-02-05 00:48:57 +0000
3999,me,2017-02-05 01:03:50 +0000
4000,me,2017-02-05 01:04:01 +0000
4001,gf,2017-02-05 01:12:00 +0000
4002,me,2017-02-05 01:12:58 +0000
4003,gf,2017-02-05 01:13:44 +0000
4004,gf,2017-02-05 01:13:57 +0000
4005,me,2017-02-05 19:36:35 +0000
4006,gf,2017-02-06 19:34:45 +0000
4007,gf,2017-02-06 20:03:12 +0000
4008,gf,2017-02-06 23:52:14 +0000
4009,me,2017-02-06 23:55:45 +0000
4010,gf,2017-02-07 00:52:43 +0000
4011,me,2017-02-07 01:01:50 +0000
4012,me,2017-02-07 01:01:50 +0000
4013,gf,2017-02-07 01:29:37 +0000
4014,me,2017-02-07 01:33:55 +0000
4015,me,2017-02-08 19:28:04 +0000
4016,gf,2017-02-08 19:28:17 +0000
4017,gf,2017-02-09 00:13:07 +0000
4018,me,2017-02-09 00:27:20 +0000
4019,me,2017-02-09 19:51:07 +0000
4020,me,2017-02-09 19:51:19 +0000
4021,gf,2017-02-09 20:56:22 +0000
4022,gf,2017-02-09 20:56:48 +0000
4023,me,2017-02-09 20:57:15 +0000
4024,me,2017-02-09 20:57:26 +0000
4025,gf,2017-02-09 20:57:35 +0000
4026,me,2017-02-09 20:58:02 +0000
4027,gf,2017-02-09 20:58:19 +0000
4028,me,2017-02-09 20:58:40 +0000
4029,me,2017-02-09 20:58:50 +0000
4030,gf,2017-02-09 21:21:33 +0000
4031,me,2017-02-10 04:06:23 +0000
4032,gf,2017-02-10 04:56:26 +0000
4033,me,2017-02-11 00:27:39 +0000
4034,gf,2017-02-11 01:54:16 +0000
4035,gf,2017-02-11 03:47:09 +0000
4036,me,2017-02-11 03:48:47 +0000
4037,gf,2017-02-11 03:52:54 +0000
4038,me,2017-02-11 04:15:40 +0000
4039,gf,2017-02-11 07:02:24 +0000
4040,me,2017-02-11 15:33:50 +0000
4041,me,2017-02-11 15:39:48 +0000
4042,gf,2017-02-11 15:56:27 +0000
4043,gf,2017-02-11 15:56:33 +0000
4044,me,2017-02-11 15:58:42 +0000
4045,gf,2017-02-11 15:59:51 +0000
4046,me,2017-02-11 16:03:43 +0000
4047,gf,2017-02-11 16:05:41 +0000
4048,me,2017-02-11 16:14:31 +0000
4049,gf,2017-02-11 18:42:39 +0000
4050,gf,2017-02-11 23:09:36 +0000
4051,me,2017-02-11 23:11:37 +0000
4052,gf,2017-02-11 23:12:18 +0000
4053,gf,2017-02-11 23:12:36 +0000
4054,gf,2017-02-11 23:24:39 +0000
4055,gf,2017-02-12 02:45:13 +0000
4056,me,2017-02-12 02:45:34 +0000
4057,gf,2017-02-12 02:53:57 +0000
4058,me,2017-02-12 16:09:26 +0000
4059,gf,2017-02-12 17:25:46 +0000
4060,me,2017-02-12 22:50:49 +0000
4061,gf,2017-02-13 00:07:51 +0000
4062,me,2017-02-13 06:05:46 +0000
4063,gf,2017-02-13 20:15:44 +0000
4064,me,2017-02-13 20:56:53 +0000
4065,gf,2017-02-14 01:20:47 +0000
4066,me,2017-02-14 01:31:45 +0000
4067,gf,2017-02-14 01:31:58 +0000
4068,gf,2017-02-14 01:32:00 +0000
4069,me,2017-02-14 01:32:35 +0000
4070,gf,2017-02-14 16:58:27 +0000
4071,gf,2017-02-15 02:58:41 +0000
4072,gf,2017-02-15 03:02:54 +0000
4073,gf,2017-02-15 16:30:26 +0000
4074,me,2017-02-15 16:34:57 +0000
4075,gf,2017-02-15 21:05:10 +0000
4076,me,2017-02-15 21:34:43 +0000
4077,gf,2017-02-15 21:35:05 +0000
4078,gf,2017-02-15 21:35:55 +0000
4079,me,2017-02-15 21:42:54 +0000
4080,gf,2017-02-15 22:03:00 +0000
4081,me,2017-02-15 22:03:17 +0000
4082,me,2017-02-15 22:03:20 +0000
4083,gf,2017-02-15 22:03:34 +0000
4084,me,2017-02-15 22:03:55 +0000
4085,me,2017-02-15 22:04:05 +0000
4086,me,2017-02-15 22:04:18 +0000
4087,me,2017-02-15 22:04:29 +0000
4088,gf,2017-02-15 22:04:37 +0000
4089,me,2017-02-15 22:04:53 +0000
4090,me,2017-02-15 22:05:15 +0000
4091,me,2017-02-15 22:05:19 +0000
4092,gf,2017-02-15 22:05:49 +0000
4093,me,2017-02-15 22:06:08 +0000
4094,gf,2017-02-15 22:07:48 +0000
4095,gf,2017-02-15 23:48:35 +0000
4096,gf,2017-02-15 23:48:50 +0000
4097,me,2017-02-15 23:49:53 +0000
4098,me,2017-02-15 23:49:58 +0000
4099,gf,2017-02-15 23:50:15 +0000
4100,gf,2017-02-15 23:50:28 +0000
4101,gf,2017-02-15 23:50:40 +0000
4102,me,2017-02-15 23:50:42 +0000
4103,gf,2017-02-15 23:51:04 +0000
4104,me,2017-02-15 23:59:44 +0000
4105,gf,2017-02-16 00:01:36 +0000
4106,me,2017-02-16 00:02:22 +0000
4107,gf,2017-02-16 00:02:56 +0000
4108,me,2017-02-16 00:04:46 +0000
4109,gf,2017-02-16 00:05:15 +0000
4110,me,2017-02-16 01:06:58 +0000
4111,gf,2017-02-16 01:09:51 +0000
4112,gf,2017-02-16 01:19:36 +0000
4113,me,2017-02-16 01:19:53 +0000
4114,me,2017-02-16 01:31:39 +0000
4115,gf,2017-02-16 01:54:44 +0000
4116,gf,2017-02-16 04:06:57 +0000
4117,gf,2017-02-16 16:16:50 +0000
4118,me,2017-02-16 17:41:39 +0000
4119,gf,2017-02-16 17:49:42 +0000
4120,me,2017-02-16 21:35:12 +0000
4121,gf,2017-02-16 21:35:26 +0000
4122,me,2017-02-18 01:17:27 +0000
4123,gf,2017-02-18 01:17:30 +0000
4124,me,2017-02-19 05:59:41 +0000
4125,gf,2017-02-20 01:47:25 +0000
4126,gf,2017-02-21 00:37:24 +0000
4127,me,2017-02-21 00:37:56 +0000
4128,me,2017-02-21 00:45:29 +0000
4129,gf,2017-02-21 00:57:25 +0000
4130,me,2017-02-21 00:57:46 +0000
4131,me,2017-02-21 01:14:25 +0000
4132,gf,2017-02-21 01:14:41 +0000
4133,gf,2017-02-21 03:19:28 +0000
4134,me,2017-02-21 03:20:38 +0000
4135,gf,2017-02-21 03:57:59 +0000
4136,gf,2017-02-21 03:58:02 +0000
4137,gf,2017-02-21 03:58:18 +0000
4138,gf,2017-02-21 04:00:29 +0000
4139,gf,2017-02-21 04:00:47 +0000
4140,me,2017-02-21 04:03:17 +0000
4141,gf,2017-02-21 21:24:11 +0000
4142,me,2017-02-22 00:23:20 +0000
4143,gf,2017-02-22 01:42:43 +0000
4144,gf,2017-02-22 18:21:39 +0000
4145,me,2017-02-22 18:24:42 +0000
4146,gf,2017-02-23 17:53:30 +0000
4147,gf,2017-02-23 17:53:36 +0000
4148,gf,2017-02-23 17:59:08 +0000
4149,me,2017-02-23 18:52:10 +0000
4150,gf,2017-02-23 18:52:22 +0000
4151,me,2017-02-23 18:52:47 +0000
4152,gf,2017-02-23 18:52:55 +0000
4153,me,2017-02-23 18:53:05 +0000
4154,gf,2017-02-23 18:53:08 +0000
4155,me,2017-02-23 18:53:12 +0000
4156,gf,2017-02-23 18:53:14 +0000
4157,gf,2017-02-23 18:53:21 +0000
4158,me,2017-02-23 18:53:57 +0000
4159,gf,2017-02-23 18:54:14 +0000
4160,gf,2017-02-23 20:48:23 +0000
4161,me,2017-02-23 21:21:30 +0000
4162,me,2017-02-24 00:59:00 +0000
4163,gf,2017-02-24 00:59:50 +0000
4164,me,2017-02-24 01:28:58 +0000
4165,gf,2017-02-24 01:31:14 +0000
4166,me,2017-02-24 01:31:34 +0000
4167,gf,2017-02-24 01:32:04 +0000
4168,gf,2017-02-24 02:53:56 +0000
4169,gf,2017-02-26 00:04:54 +0000
4170,me,2017-02-27 03:17:47 +0000
4171,me,2017-02-27 03:27:10 +0000
4172,me,2017-02-27 03:27:14 +0000
4173,gf,2017-02-27 05:46:04 +0000
4174,gf,2017-02-27 05:46:06 +0000
4175,gf,2017-02-27 05:46:31 +0000
4176,me,2017-02-28 00:44:14 +0000
4177,gf,2017-02-28 00:45:13 +0000
4178,me,2017-02-28 00:54:34 +0000
4179,gf,2017-02-28 01:07:56 +0000
4180,me,2017-02-28 18:53:54 +0000
4181,gf,2017-02-28 19:13:51 +0000
4182,gf,2017-02-28 20:55:02 +0000
4183,me,2017-02-28 21:23:11 +0000
4184,gf,2017-02-28 21:38:39 +0000
4185,gf,2017-03-01 22:12:08 +0000
4186,me,2017-03-01 22:12:34 +0000
4187,me,2017-03-01 22:12:36 +0000
4188,gf,2017-03-01 22:12:50 +0000
4189,me,2017-03-01 22:17:20 +0000
4190,me,2017-03-02 04:56:29 +0000
4191,gf,2017-03-02 04:56:50 +0000
4192,gf,2017-03-02 16:48:23 +0000
4193,me,2017-03-02 16:50:13 +0000
4194,gf,2017-03-02 21:13:53 +0000
4195,gf,2017-03-02 21:13:59 +0000
4196,gf,2017-03-02 21:39:35 +0000
4197,me,2017-03-02 23:20:42 +0000
4198,me,2017-03-02 23:36:26 +0000
4199,gf,2017-03-02 23:51:56 +0000
4200,me,2017-03-03 00:00:55 +0000
4201,gf,2017-03-04 20:04:11 +0000
4202,me,2017-03-04 22:36:12 +0000
4203,me,2017-03-04 22:39:55 +0000
4204,gf,2017-03-04 22:40:12 +0000
4205,me,2017-03-05 00:55:35 +0000
4206,gf,2017-03-05 01:03:29 +0000
4207,gf,2017-03-05 22:31:08 +0000
4208,gf,2017-03-05 23:22:36 +0000
4209,me,2017-03-05 23:40:18 +0000
4210,me,2017-03-06 00:54:35 +0000
4211,gf,2017-03-06 01:02:09 +0000
4212,gf,2017-03-06 01:02:13 +0000
4213,me,2017-03-06 01:02:46 +0000
4214,gf,2017-03-06 01:02:56 +0000
4215,me,2017-03-06 01:05:27 +0000
4216,me,2017-03-06 03:17:55 +0000
4217,me,2017-03-06 19:17:15 +0000
4218,me,2017-03-06 19:17:17 +0000
4219,gf,2017-03-06 19:17:31 +0000
4220,gf,2017-03-06 19:18:01 +0000
4221,gf,2017-03-06 19:18:26 +0000
4222,gf,2017-03-06 19:18:58 +0000
4223,me,2017-03-06 20:13:18 +0000
4224,gf,2017-03-06 23:15:08 +0000
4225,gf,2017-03-06 23:15:13 +0000
4226,me,2017-03-06 23:44:32 +0000
4227,me,2017-03-09 20:55:17 +0000
4228,me,2017-03-09 20:55:27 +0000
4229,gf,2017-03-09 20:55:34 +0000
4230,gf,2017-03-09 20:55:47 +0000
4231,me,2017-03-09 20:56:29 +0000
4232,gf,2017-03-09 21:06:26 +0000
4233,me,2017-03-09 21:07:19 +0000
4234,gf,2017-03-09 21:07:34 +0000
4235,gf,2017-03-09 21:07:39 +0000
4236,gf,2017-03-09 21:07:41 +0000
4237,me,2017-03-09 21:07:54 +0000
4238,gf,2017-03-09 21:08:11 +0000
4239,me,2017-03-09 21:08:23 +0000
4240,me,2017-03-09 22:27:49 +0000
4241,gf,2017-03-09 22:30:22 +0000
4242,me,2017-03-09 22:40:18 +0000
4243,gf,2017-03-09 23:20:43 +0000
4244,me,2017-03-11 06:28:52 +0000
4245,gf,2017-03-11 06:30:05 +0000
4246,me,2017-03-11 08:05:57 +0000
4247,me,2017-03-11 08:05:57 +0000
4248,gf,2017-03-11 18:18:51 +0000
4249,gf,2017-03-11 18:19:47 +0000
4250,gf,2017-03-12 02:47:10 +0000
4251,me,2017-03-12 02:47:22 +0000
4252,gf,2017-03-12 02:47:49 +0000
4253,me,2017-03-12 03:27:18 +0000
4254,me,2017-03-12 06:03:51 +0000
4255,me,2017-03-12 06:16:01 +0000
4256,gf,2017-03-13 05:13:53 +0000
4257,me,2017-03-13 05:14:05 +0000
4258,gf,2017-03-13 05:14:58 +0000
4259,me,2017-03-13 05:15:22 +0000
4260,gf,2017-03-13 05:15:58 +0000
4261,gf,2017-03-13 05:16:40 +0000
4262,gf,2017-03-13 05:16:46 +0000
4263,gf,2017-03-13 05:17:34 +0000
4264,me,2017-03-13 05:19:27 +0000
4265,gf,2017-03-13 05:20:06 +0000
4266,me,2017-03-13 05:20:22 +0000
4267,gf,2017-03-13 05:20:46 +0000
4268,me,2017-03-13 05:21:35 +0000
4269,gf,2017-03-13 05:26:45 +0000
4270,gf,2017-03-13 05:27:19 +0000
4271,me,2017-03-13 05:28:36 +0000
4272,gf,2017-03-13 05:30:06 +0000
4273,me,2017-03-13 05:30:35 +0000
4274,me,2017-03-13 05:30:42 +0000
4275,me,2017-03-13 05:30:52 +0000
4276,gf,2017-03-13 05:31:00 +0000
4277,gf,2017-03-13 05:31:36 +0000
4278,gf,2017-03-13 05:31:46 +0000
4279,gf,2017-03-13 05:39:48 +0000
4280,me,2017-03-13 05:43:17 +0000
4281,gf,2017-03-13 05:43:25 +0000
4282,me,2017-03-13 05:45:27 +0000
4283,gf,2017-03-13 05:48:01 +0000
4284,me,2017-03-13 05:48:13 +0000
4285,gf,2017-03-13 05:48:28 +0000
4286,me,2017-03-13 05:48:49 +0000
4287,gf,2017-03-13 05:50:56 +0000
4288,me,2017-03-13 05:51:58 +0000
4289,gf,2017-03-13 05:52:21 +0000
4290,gf,2017-03-13 05:52:33 +0000
4291,gf,2017-03-13 05:52:38 +0000
4292,me,2017-03-13 05:55:59 +0000
4293,gf,2017-03-13 05:56:30 +0000
4294,me,2017-03-13 05:56:44 +0000
4295,gf,2017-03-13 05:57:10 +0000
4296,gf,2017-03-13 06:07:33 +0000
4297,me,2017-03-13 06:08:16 +0000
4298,me,2017-03-13 06:09:01 +0000
4299,gf,2017-03-13 06:09:07 +0000
4300,me,2017-03-13 06:09:21 +0000
4301,me,2017-03-13 06:09:23 +0000
4302,gf,2017-03-13 06:09:27 +0000
4303,me,2017-03-13 06:09:36 +0000
4304,me,2017-03-13 15:43:49 +0000
4305,me,2017-03-13 15:44:01 +0000
4306,me,2017-03-13 16:05:34 +0000
4307,me,2017-03-13 16:05:42 +0000
4308,gf,2017-03-13 16:17:28 +0000
4309,gf,2017-03-13 16:17:35 +0000
4310,gf,2017-03-13 16:19:34 +0000
4311,me,2017-03-13 17:42:10 +0000
4312,me,2017-03-13 17:42:38 +0000
4313,gf,2017-03-13 18:32:54 +0000
4314,gf,2017-03-13 18:33:08 +0000
4315,gf,2017-03-14 04:49:16 +0000
4316,me,2017-03-14 04:52:46 +0000
4317,me,2017-03-14 04:52:59 +0000
4318,me,2017-03-14 04:53:35 +0000
4319,gf,2017-03-14 05:01:07 +0000
4320,gf,2017-03-14 05:01:18 +0000
4321,gf,2017-03-14 05:01:25 +0000
4322,me,2017-03-14 05:12:53 +0000
4323,me,2017-03-14 05:16:25 +0000
4324,gf,2017-03-14 05:22:30 +0000
4325,gf,2017-03-14 05:22:44 +0000
4326,me,2017-03-14 05:22:58 +0000
4327,gf,2017-03-14 05:23:19 +0000
4328,me,2017-03-14 05:23:59 +0000
4329,me,2017-03-14 05:24:30 +0000
4330,gf,2017-03-14 05:39:20 +0000
4331,gf,2017-03-14 05:40:00 +0000
4332,me,2017-03-14 05:41:35 +0000
4333,gf,2017-03-14 05:44:29 +0000
4334,gf,2017-03-14 05:45:37 +0000
4335,me,2017-03-14 05:46:57 +0000
4336,gf,2017-03-14 05:47:09 +0000
4337,me,2017-03-14 05:48:05 +0000
4338,gf,2017-03-14 05:48:06 +0000
4339,gf,2017-03-14 05:48:14 +0000
4340,gf,2017-03-14 05:48:35 +0000
4341,me,2017-03-14 05:48:37 +0000
4342,gf,2017-03-14 05:48:40 +0000
4343,gf,2017-03-14 05:49:10 +0000
4344,gf,2017-03-14 05:49:39 +0000
4345,gf,2017-03-14 05:49:42 +0000
4346,me,2017-03-14 05:50:15 +0000
4347,gf,2017-03-14 05:51:59 +0000
4348,gf,2017-03-14 06:05:45 +0000
4349,me,2017-03-14 06:06:18 +0000
4350,gf,2017-03-14 06:06:59 +0000
4351,gf,2017-03-14 06:11:50 +0000
4352,me,2017-03-14 06:12:02 +0000
4353,gf,2017-03-14 06:16:02 +0000
4354,me,2017-03-14 06:19:21 +0000
4355,me,2017-03-14 06:20:05 +0000
4356,gf,2017-03-14 06:20:25 +0000
4357,gf,2017-03-14 06:20:49 +0000
4358,gf,2017-03-14 16:38:34 +0000
4359,me,2017-03-14 17:16:36 +0000
4360,gf,2017-03-15 03:01:11 +0000
4361,me,2017-03-15 03:47:31 +0000
4362,gf,2017-03-15 06:20:13 +0000
4363,gf,2017-03-15 18:35:03 +0000
4364,gf,2017-03-15 21:41:54 +0000
4365,gf,2017-03-15 22:43:58 +0000
4366,me,2017-03-15 23:57:26 +0000
4367,me,2017-03-15 23:57:27 +0000
4368,gf,2017-03-16 03:03:55 +0000
